index_row,Hospital_ID,Spezialisierung,value
23445,ID1294,Innere_Medizin_Schwerpunkt_Pneumologie,65.0
23458,ID1307,Innere_Medizin_Schwerpunkt_Pneumologie,22.0
23568,ID1417,Innere_Medizin_Schwerpunkt_Pneumologie,21.0
23594,ID1443,Innere_Medizin_Schwerpunkt_Pneumologie,84.0
23702,ID1551,Innere_Medizin_Schwerpunkt_Pneumologie,37.0
23794,ID1643,Innere_Medizin_Schwerpunkt_Pneumologie,22.0
23817,ID1666,Innere_Medizin_Schwerpunkt_Pneumologie,8.0
23945,ID1794,Innere_Medizin_Schwerpunkt_Pneumologie,60.0
24035,ID1884,Innere_Medizin_Schwerpunkt_Pneumologie,220.0
24036,ID1885,Innere_Medizin_Schwerpunkt_Pneumologie,18.0
24138,ID1987,Innere_Medizin_Schwerpunkt_Pneumologie,34.0
24234,ID2083,Innere_Medizin_Schwerpunkt_Pneumologie,18.0
24272,ID2121,Innere_Medizin_Schwerpunkt_Pneumologie,21.0
24314,ID2163,Innere_Medizin_Schwerpunkt_Pneumologie,25.0
24330,ID2179,Innere_Medizin_Schwerpunkt_Pneumologie,48.0
24400,ID2249,Innere_Medizin_Schwerpunkt_Pneumologie,42.0
24589,ID2438,Innere_Medizin_Schwerpunkt_Pneumologie,40.0
24591,ID2440,Innere_Medizin_Schwerpunkt_Pneumologie,62.0
24593,ID2442,Innere_Medizin_Schwerpunkt_Pneumologie,2.0
24692,ID2541,Innere_Medizin_Schwerpunkt_Pneumologie,30.0
24724,ID2573,Innere_Medizin_Schwerpunkt_Pneumologie,114.0
24807,ID2656,Innere_Medizin_Schwerpunkt_Pneumologie,20.0
24809,ID2658,Innere_Medizin_Schwerpunkt_Pneumologie,78.0
24826,ID2675,Innere_Medizin_Schwerpunkt_Pneumologie,38.0
24827,ID2676,Innere_Medizin_Schwerpunkt_Pneumologie,31.0
24852,ID2701,Innere_Medizin_Schwerpunkt_Pneumologie,26.0
24855,ID2704,Innere_Medizin_Schwerpunkt_Pneumologie,36.0
25068,ID148,Innere_Medizin_Schwerpunkt_Rheumatologie,2.0
25414,ID494,Innere_Medizin_Schwerpunkt_Rheumatologie,7.0
25611,ID691,Innere_Medizin_Schwerpunkt_Rheumatologie,5.0
25794,ID874,Innere_Medizin_Schwerpunkt_Rheumatologie,30.0
25852,ID932,Innere_Medizin_Schwerpunkt_Rheumatologie,148.0
25858,ID938,Innere_Medizin_Schwerpunkt_Rheumatologie,25.0
25956,ID1036,Innere_Medizin_Schwerpunkt_Rheumatologie,4.0
25968,ID1048,Innere_Medizin_Schwerpunkt_Rheumatologie,18.0
26083,ID1163,Innere_Medizin_Schwerpunkt_Rheumatologie,75.0
26113,ID1193,Innere_Medizin_Schwerpunkt_Rheumatologie,19.0
26183,ID1263,Innere_Medizin_Schwerpunkt_Rheumatologie,62.0
26328,ID1408,Innere_Medizin_Schwerpunkt_Rheumatologie,60.0
26366,ID1446,Innere_Medizin_Schwerpunkt_Rheumatologie,1.0
26387,ID1467,Innere_Medizin_Schwerpunkt_Rheumatologie,106.0
26396,ID1476,Innere_Medizin_Schwerpunkt_Rheumatologie,3.0
26455,ID1535,Innere_Medizin_Schwerpunkt_Rheumatologie,8.0
26552,ID1632,Innere_Medizin_Schwerpunkt_Rheumatologie,49.0
26906,ID1986,Innere_Medizin_Schwerpunkt_Rheumatologie,15.0
27145,ID2225,Innere_Medizin_Schwerpunkt_Rheumatologie,80.0
27181,ID2261,Innere_Medizin_Schwerpunkt_Rheumatologie,60.0
27467,ID2547,Innere_Medizin_Schwerpunkt_Rheumatologie,38.0
27621,ID2701,Innere_Medizin_Schwerpunkt_Rheumatologie,23.0
28761,ID1072,Innere_Medizin_Schwerpunkt_Lungen-_und_Bronchialheilkunde,10.0
29217,ID1528,Innere_Medizin_Schwerpunkt_Lungen-_und_Bronchialheilkunde,62.0
29707,ID2018,Innere_Medizin_Schwerpunkt_Lungen-_und_Bronchialheilkunde,75.0
30243,ID2554,Innere_Medizin_Schwerpunkt_Lungen-_und_Bronchialheilkunde,32.0
30318,ID2629,Innere_Medizin_Schwerpunkt_Lungen-_und_Bronchialheilkunde,36.0
36034,ID38,Innere_Medizin_Schwerpunkt_Infektionskrankheiten,19.0
36185,ID189,Innere_Medizin_Schwerpunkt_Infektionskrankheiten,7.0
36520,ID524,Innere_Medizin_Schwerpunkt_Infektionskrankheiten,45.0
37032,ID1036,Innere_Medizin_Schwerpunkt_Infektionskrankheiten,31.0
37767,ID1771,Innere_Medizin_Schwerpunkt_Infektionskrankheiten,26.0
38197,ID2201,Innere_Medizin_Schwerpunkt_Infektionskrankheiten,47.0
38198,ID2202,Innere_Medizin_Schwerpunkt_Infektionskrankheiten,20.0
38252,ID2256,Innere_Medizin_Schwerpunkt_Infektionskrankheiten,19.0
38332,ID2336,Innere_Medizin_Schwerpunkt_Infektionskrankheiten,30.0
38434,ID2438,Innere_Medizin_Schwerpunkt_Infektionskrankheiten,21.0
38545,ID2549,Innere_Medizin_Schwerpunkt_Infektionskrankheiten,20.0
38588,ID2592,Innere_Medizin_Schwerpunkt_Infektionskrankheiten,45.0
38630,ID2634,Innere_Medizin_Schwerpunkt_Infektionskrankheiten,56.0
38941,ID176,Innere_Medizin_Schwerpunkt_Diabetes,34.0
39259,ID494,Innere_Medizin_Schwerpunkt_Diabetes,7.0
39585,ID820,Innere_Medizin_Schwerpunkt_Diabetes,3.0
39636,ID871,Innere_Medizin_Schwerpunkt_Diabetes,65.0
39661,ID896,Innere_Medizin_Schwerpunkt_Diabetes,15.0
39703,ID938,Innere_Medizin_Schwerpunkt_Diabetes,25.0
39839,ID1074,Innere_Medizin_Schwerpunkt_Diabetes,29.0
39889,ID1124,Innere_Medizin_Schwerpunkt_Diabetes,46.0
40398,ID1633,Innere_Medizin_Schwerpunkt_Diabetes,65.0
41082,ID2317,Innere_Medizin_Schwerpunkt_Diabetes,41.0
41256,ID2491,Innere_Medizin_Schwerpunkt_Diabetes,80.0
41403,ID2638,Innere_Medizin_Schwerpunkt_Diabetes,11.0
42002,ID468,Innere_Medizin_Schwerpunkt_Naturheilkunde,5.0
42050,ID516,Innere_Medizin_Schwerpunkt_Naturheilkunde,53.0
42472,ID938,Innere_Medizin_Schwerpunkt_Naturheilkunde,56.0
42992,ID1458,Innere_Medizin_Schwerpunkt_Naturheilkunde,14.0
43517,ID1983,Innere_Medizin_Schwerpunkt_Naturheilkunde,25.0
43795,ID2261,Innere_Medizin_Schwerpunkt_Naturheilkunde,60.0
45640,ID1337,Innere_Medizin_Schwerpunkt_Schlaganfallpatienten_(Stroke_units),4.0
45645,ID1342,Innere_Medizin_Schwerpunkt_Schlaganfallpatienten_(Stroke_units),20.0
45764,ID1461,Innere_Medizin_Schwerpunkt_Schlaganfallpatienten_(Stroke_units),8.0
46248,ID1945,Innere_Medizin_Schwerpunkt_Schlaganfallpatienten_(Stroke_units),14.0
46959,ID2656,Innere_Medizin_Schwerpunkt_Schlaganfallpatienten_(Stroke_units),5.0
47010,ID2707,Innere_Medizin_Schwerpunkt_Schlaganfallpatienten_(Stroke_units),7.0
47080,ID8,Geriatrie,96.0
47094,ID22,Geriatrie,105.0
47104,ID32,Geriatrie,81.0
47105,ID33,Geriatrie,113.0
47114,ID42,Geriatrie,87.0
47117,ID45,Geriatrie,25.0
47120,ID48,Geriatrie,63.0
47122,ID50,Geriatrie,67.0
47128,ID56,Geriatrie,75.0
47135,ID63,Geriatrie,39.0
47137,ID65,Geriatrie,35.0
47144,ID72,Geriatrie,88.0
47156,ID84,Geriatrie,30.0
47157,ID85,Geriatrie,66.0
47160,ID88,Geriatrie,61.0
47175,ID103,Geriatrie,20.0
47180,ID108,Geriatrie,39.0
47188,ID116,Geriatrie,66.0
47204,ID132,Geriatrie,49.0
47206,ID134,Geriatrie,42.0
47233,ID161,Geriatrie,67.0
47246,ID174,Geriatrie,102.0
47247,ID175,Geriatrie,25.0
47248,ID176,Geriatrie,107.0
47255,ID183,Geriatrie,127.0
47263,ID191,Geriatrie,65.0
47270,ID198,Geriatrie,109.0
47272,ID200,Geriatrie,6.0
47273,ID201,Geriatrie,80.0
47276,ID204,Geriatrie,124.0
47277,ID205,Geriatrie,24.0
47279,ID207,Geriatrie,9.0
47282,ID210,Geriatrie,193.0
47284,ID212,Geriatrie,8.0
47288,ID216,Geriatrie,73.0
47293,ID221,Geriatrie,61.0
47294,ID222,Geriatrie,58.0
47301,ID229,Geriatrie,55.0
47309,ID237,Geriatrie,21.0
47320,ID248,Geriatrie,37.0
47341,ID269,Geriatrie,46.0
47350,ID278,Geriatrie,66.0
47389,ID317,Geriatrie,23.0
47413,ID341,Geriatrie,25.0
47447,ID375,Geriatrie,25.0
47461,ID389,Geriatrie,25.0
47468,ID396,Geriatrie,68.0
47491,ID419,Geriatrie,45.0
47533,ID461,Geriatrie,77.0
47535,ID463,Geriatrie,75.0
47540,ID468,Geriatrie,76.0
47547,ID475,Geriatrie,90.0
47554,ID482,Geriatrie,45.0
47565,ID493,Geriatrie,95.0
47572,ID500,Geriatrie,57.0
47574,ID502,Geriatrie,52.0
47578,ID506,Geriatrie,76.0
47585,ID513,Geriatrie,83.0
47588,ID516,Geriatrie,81.0
47598,ID526,Geriatrie,39.0
47599,ID527,Geriatrie,13.0
47604,ID532,Geriatrie,30.0
47613,ID541,Geriatrie,83.0
47614,ID542,Geriatrie,41.0
47619,ID547,Geriatrie,62.0
47620,ID548,Geriatrie,73.0
47625,ID553,Geriatrie,48.0
47629,ID557,Geriatrie,46.0
47640,ID568,Geriatrie,65.0
47641,ID569,Geriatrie,151.0
47643,ID571,Geriatrie,60.0
47645,ID573,Geriatrie,60.0
47657,ID585,Geriatrie,38.0
47667,ID595,Geriatrie,40.0
47672,ID600,Geriatrie,52.0
47682,ID610,Geriatrie,30.0
47694,ID622,Geriatrie,65.0
47696,ID624,Geriatrie,55.0
47703,ID631,Geriatrie,66.0
47704,ID632,Geriatrie,45.0
47707,ID635,Geriatrie,33.0
47711,ID639,Geriatrie,84.0
47712,ID640,Geriatrie,48.0
47722,ID650,Geriatrie,71.0
47741,ID669,Geriatrie,74.0
47742,ID670,Geriatrie,125.0
47747,ID675,Geriatrie,89.0
47753,ID681,Geriatrie,20.0
47754,ID682,Geriatrie,55.0
47763,ID691,Geriatrie,24.0
47769,ID697,Geriatrie,72.0
47770,ID698,Geriatrie,26.0
47776,ID704,Geriatrie,45.0
47778,ID706,Geriatrie,82.0
47786,ID714,Geriatrie,34.0
47787,ID715,Geriatrie,15.0
47789,ID717,Geriatrie,65.0
47797,ID725,Geriatrie,58.0
47802,ID730,Geriatrie,60.0
47807,ID735,Geriatrie,42.0
47808,ID736,Geriatrie,10.0
47811,ID739,Geriatrie,45.0
47820,ID748,Geriatrie,30.0
47824,ID752,Geriatrie,59.0
47827,ID755,Geriatrie,84.0
47830,ID758,Geriatrie,75.0
47832,ID760,Geriatrie,2.0
47835,ID763,Geriatrie,99.0
47847,ID775,Geriatrie,46.0
47848,ID776,Geriatrie,55.0
47859,ID787,Geriatrie,85.0
47860,ID788,Geriatrie,88.0
47862,ID790,Geriatrie,55.0
47871,ID799,Geriatrie,70.0
47875,ID803,Geriatrie,58.0
47877,ID805,Geriatrie,54.0
47880,ID808,Geriatrie,63.0
47881,ID809,Geriatrie,72.0
47883,ID811,Geriatrie,32.0
47892,ID820,Geriatrie,19.0
47895,ID823,Geriatrie,59.0
47904,ID832,Geriatrie,68.0
47908,ID836,Geriatrie,44.0
47911,ID839,Geriatrie,35.0
47916,ID844,Geriatrie,80.0
47921,ID849,Geriatrie,73.0
47923,ID851,Geriatrie,25.0
47930,ID858,Geriatrie,113.0
47931,ID859,Geriatrie,22.0
47939,ID867,Geriatrie,65.0
47949,ID877,Geriatrie,20.0
47958,ID886,Geriatrie,45.0
47962,ID890,Geriatrie,51.0
47966,ID894,Geriatrie,180.0
47973,ID901,Geriatrie,101.0
47974,ID902,Geriatrie,74.0
47983,ID911,Geriatrie,62.0
47990,ID918,Geriatrie,51.0
47999,ID927,Geriatrie,50.0
48003,ID931,Geriatrie,82.0
48012,ID940,Geriatrie,70.0
48014,ID942,Geriatrie,85.0
48019,ID947,Geriatrie,59.0
48035,ID963,Geriatrie,46.0
48044,ID972,Geriatrie,27.0
48052,ID980,Geriatrie,60.0
48059,ID987,Geriatrie,20.0
48061,ID989,Geriatrie,30.0
48065,ID993,Geriatrie,48.0
48075,ID1003,Geriatrie,71.0
48079,ID1007,Geriatrie,75.0
48082,ID1010,Geriatrie,35.0
48086,ID1014,Geriatrie,79.0
48094,ID1022,Geriatrie,92.0
48101,ID1029,Geriatrie,37.0
48106,ID1034,Geriatrie,37.0
48107,ID1035,Geriatrie,30.0
48110,ID1038,Geriatrie,51.0
48115,ID1043,Geriatrie,65.0
48124,ID1052,Geriatrie,18.0
48125,ID1053,Geriatrie,4.0
48134,ID1062,Geriatrie,50.0
48139,ID1067,Geriatrie,52.0
48144,ID1072,Geriatrie,24.0
48146,ID1074,Geriatrie,18.0
48152,ID1080,Geriatrie,3.0
48159,ID1087,Geriatrie,35.0
48164,ID1092,Geriatrie,90.0
48166,ID1094,Geriatrie,76.0
48167,ID1095,Geriatrie,22.0
48170,ID1098,Geriatrie,41.0
48178,ID1106,Geriatrie,31.0
48182,ID1110,Geriatrie,55.0
48185,ID1113,Geriatrie,102.0
48192,ID1120,Geriatrie,29.0
48201,ID1129,Geriatrie,57.0
48207,ID1135,Geriatrie,70.0
48215,ID1143,Geriatrie,80.0
48231,ID1159,Geriatrie,38.0
48234,ID1162,Geriatrie,89.0
48237,ID1165,Geriatrie,65.0
48242,ID1170,Geriatrie,34.0
48246,ID1174,Geriatrie,25.0
48249,ID1177,Geriatrie,36.0
48264,ID1192,Geriatrie,111.0
48273,ID1201,Geriatrie,28.0
48279,ID1207,Geriatrie,105.0
48284,ID1212,Geriatrie,80.0
48288,ID1216,Geriatrie,25.0
48290,ID1218,Geriatrie,45.0
48307,ID1235,Geriatrie,34.0
48312,ID1240,Geriatrie,65.0
48313,ID1241,Geriatrie,34.0
48317,ID1245,Geriatrie,26.0
48323,ID1251,Geriatrie,29.0
48327,ID1255,Geriatrie,39.0
48344,ID1272,Geriatrie,30.0
48351,ID1279,Geriatrie,15.0
48355,ID1283,Geriatrie,15.0
48367,ID1295,Geriatrie,22.0
48368,ID1296,Geriatrie,41.0
48376,ID1304,Geriatrie,20.0
48378,ID1306,Geriatrie,41.0
48383,ID1311,Geriatrie,25.0
48388,ID1316,Geriatrie,30.0
48400,ID1328,Geriatrie,66.0
48402,ID1330,Geriatrie,75.0
48403,ID1331,Geriatrie,23.0
48406,ID1334,Geriatrie,27.0
48414,ID1342,Geriatrie,42.0
48417,ID1345,Geriatrie,25.0
48419,ID1347,Geriatrie,18.0
48461,ID1389,Geriatrie,13.0
48519,ID1447,Geriatrie,22.0
48562,ID1490,Geriatrie,101.0
48578,ID1506,Geriatrie,52.0
48581,ID1509,Geriatrie,25.0
48626,ID1554,Geriatrie,10.0
48794,ID1722,Geriatrie,34.0
48812,ID1740,Geriatrie,16.0
48813,ID1741,Geriatrie,14.0
48814,ID1742,Geriatrie,1.0
48836,ID1764,Geriatrie,18.0
48840,ID1768,Geriatrie,56.0
48844,ID1772,Geriatrie,20.0
48847,ID1775,Geriatrie,20.0
48857,ID1785,Geriatrie,20.0
48868,ID1796,Geriatrie,20.0
48871,ID1799,Geriatrie,20.0
48877,ID1805,Geriatrie,30.0
48883,ID1811,Geriatrie,30.0
48910,ID1838,Geriatrie,30.0
48922,ID1850,Geriatrie,34.0
48932,ID1860,Geriatrie,20.0
48934,ID1862,Geriatrie,20.0
48956,ID1884,Geriatrie,30.0
48965,ID1893,Geriatrie,37.0
48968,ID1896,Geriatrie,2.0
48971,ID1899,Geriatrie,30.0
48972,ID1900,Geriatrie,26.0
48986,ID1914,Geriatrie,50.0
49005,ID1933,Geriatrie,16.0
49018,ID1946,Geriatrie,30.0
49020,ID1948,Geriatrie,25.0
49023,ID1951,Geriatrie,20.0
49024,ID1952,Geriatrie,40.0
49055,ID1983,Geriatrie,30.0
49056,ID1984,Geriatrie,24.0
49059,ID1987,Geriatrie,54.0
49064,ID1992,Geriatrie,10.0
49070,ID1998,Geriatrie,20.0
49075,ID2003,Geriatrie,28.0
49078,ID2006,Geriatrie,46.0
49083,ID2011,Geriatrie,2.0
49087,ID2015,Geriatrie,5.0
49092,ID2020,Geriatrie,34.0
49095,ID2023,Geriatrie,35.0
49104,ID2032,Geriatrie,66.0
49105,ID2033,Geriatrie,46.0
49123,ID2051,Geriatrie,7.0
49136,ID2064,Geriatrie,30.0
49138,ID2066,Geriatrie,20.0
49148,ID2076,Geriatrie,21.0
49151,ID2079,Geriatrie,28.0
49158,ID2086,Geriatrie,27.0
49163,ID2091,Geriatrie,35.0
49166,ID2094,Geriatrie,22.0
49180,ID2108,Geriatrie,26.0
49193,ID2121,Geriatrie,16.0
49195,ID2123,Geriatrie,11.0
49213,ID2141,Geriatrie,20.0
49232,ID2160,Geriatrie,22.0
49239,ID2167,Geriatrie,20.0
49241,ID2169,Geriatrie,25.0
49245,ID2173,Geriatrie,101.0
49253,ID2181,Geriatrie,31.0
49258,ID2186,Geriatrie,26.0
49263,ID2191,Geriatrie,38.0
49265,ID2193,Geriatrie,25.0
49266,ID2194,Geriatrie,20.0
49269,ID2197,Geriatrie,34.0
49279,ID2207,Geriatrie,158.0
49287,ID2215,Geriatrie,38.0
49295,ID2223,Geriatrie,133.0
49305,ID2233,Geriatrie,25.0
49311,ID2239,Geriatrie,53.0
49316,ID2244,Geriatrie,40.0
49319,ID2247,Geriatrie,99.0
49320,ID2248,Geriatrie,100.0
49321,ID2249,Geriatrie,25.0
49328,ID2256,Geriatrie,30.0
49329,ID2257,Geriatrie,64.0
49330,ID2258,Geriatrie,5.0
49338,ID2266,Geriatrie,72.0
49342,ID2270,Geriatrie,80.0
49349,ID2277,Geriatrie,22.0
49352,ID2280,Geriatrie,125.0
49354,ID2282,Geriatrie,120.0
49361,ID2289,Geriatrie,75.0
49363,ID2291,Geriatrie,43.0
49366,ID2294,Geriatrie,60.0
49373,ID2301,Geriatrie,25.0
49374,ID2302,Geriatrie,53.0
49377,ID2305,Geriatrie,117.0
49378,ID2306,Geriatrie,80.0
49379,ID2307,Geriatrie,90.0
49382,ID2310,Geriatrie,17.0
49393,ID2321,Geriatrie,141.0
49398,ID2326,Geriatrie,41.0
49400,ID2328,Geriatrie,80.0
49403,ID2331,Geriatrie,91.0
49404,ID2332,Geriatrie,3.0
49408,ID2336,Geriatrie,34.0
49417,ID2345,Geriatrie,12.0
49430,ID2358,Geriatrie,44.0
49437,ID2365,Geriatrie,30.0
49438,ID2366,Geriatrie,35.0
49450,ID2378,Geriatrie,55.0
49454,ID2382,Geriatrie,60.0
49457,ID2385,Geriatrie,9.0
49461,ID2389,Geriatrie,52.0
49466,ID2394,Geriatrie,137.0
49469,ID2397,Geriatrie,53.0
49475,ID2403,Geriatrie,1.0
49477,ID2405,Geriatrie,27.0
49478,ID2406,Geriatrie,56.0
49481,ID2409,Geriatrie,51.0
49491,ID2419,Geriatrie,45.0
49497,ID2425,Geriatrie,34.0
49500,ID2428,Geriatrie,28.0
49575,ID2503,Geriatrie,30.0
49576,ID2504,Geriatrie,30.0
49581,ID2509,Geriatrie,55.0
49582,ID2510,Geriatrie,29.0
49599,ID2527,Geriatrie,57.0
49607,ID2535,Geriatrie,15.0
49613,ID2541,Geriatrie,23.0
49617,ID2545,Geriatrie,27.0
49637,ID2565,Geriatrie,44.0
49650,ID2578,Geriatrie,55.0
49654,ID2582,Geriatrie,28.0
49658,ID2586,Geriatrie,28.0
49662,ID2590,Geriatrie,41.0
49664,ID2592,Geriatrie,11.0
49666,ID2594,Geriatrie,10.0
49675,ID2603,Geriatrie,27.0
49682,ID2610,Geriatrie,24.0
49683,ID2611,Geriatrie,20.0
49701,ID2629,Geriatrie,53.0
49709,ID2637,Geriatrie,45.0
49725,ID2653,Geriatrie,30.0
49727,ID2655,Geriatrie,34.0
49729,ID2657,Geriatrie,33.0
49734,ID2662,Geriatrie,40.0
49739,ID2667,Geriatrie,34.0
49755,ID2683,Geriatrie,80.0
49768,ID2696,Geriatrie,125.0
49772,ID2700,Geriatrie,39.0
49777,ID2705,Geriatrie,30.0
49797,ID2725,Geriatrie,122.0
49800,ID2728,Geriatrie,40.0
49801,ID2729,Geriatrie,127.0
49811,ID2739,Geriatrie,24.0
49824,ID2752,Geriatrie,79.0
49838,ID2766,Geriatrie,113.0
58171,ID23,Kardiologie,109.0
58186,ID38,Kardiologie,100.0
58196,ID48,Kardiologie,102.0
58227,ID79,Kardiologie,10.0
58228,ID80,Kardiologie,4.0
58268,ID120,Kardiologie,132.0
58275,ID127,Kardiologie,24.0
58280,ID132,Kardiologie,78.0
58303,ID155,Kardiologie,94.0
58304,ID156,Kardiologie,22.0
58314,ID166,Kardiologie,97.0
58331,ID183,Kardiologie,103.0
58336,ID188,Kardiologie,130.0
58346,ID198,Kardiologie,44.0
58350,ID202,Kardiologie,51.0
58351,ID203,Kardiologie,1.0
58352,ID204,Kardiologie,50.0
58355,ID207,Kardiologie,1.0
58364,ID216,Kardiologie,65.0
58370,ID222,Kardiologie,46.0
58371,ID223,Kardiologie,20.0
58396,ID248,Kardiologie,42.0
58408,ID260,Kardiologie,78.0
58411,ID263,Kardiologie,35.0
58417,ID269,Kardiologie,45.0
58419,ID271,Kardiologie,96.0
58427,ID279,Kardiologie,1.0
58434,ID286,Kardiologie,65.0
58435,ID287,Kardiologie,62.0
58440,ID292,Kardiologie,84.0
58463,ID315,Kardiologie,50.0
58467,ID319,Kardiologie,97.0
58479,ID331,Kardiologie,68.0
58489,ID341,Kardiologie,61.0
58507,ID359,Kardiologie,58.0
58515,ID367,Kardiologie,22.0
58520,ID372,Kardiologie,70.0
58525,ID377,Kardiologie,102.0
58537,ID389,Kardiologie,89.0
58544,ID396,Kardiologie,72.0
58546,ID398,Kardiologie,102.0
58557,ID409,Kardiologie,54.0
58559,ID411,Kardiologie,43.0
58567,ID419,Kardiologie,50.0
58582,ID434,Kardiologie,52.0
58592,ID444,Kardiologie,66.0
58602,ID454,Kardiologie,53.0
58615,ID467,Kardiologie,116.0
58623,ID475,Kardiologie,53.0
58625,ID477,Kardiologie,44.0
58644,ID496,Kardiologie,15.0
58645,ID497,Kardiologie,85.0
58652,ID504,Kardiologie,48.0
58655,ID507,Kardiologie,116.0
58657,ID509,Kardiologie,72.0
58658,ID510,Kardiologie,135.0
58683,ID535,Kardiologie,59.0
58689,ID541,Kardiologie,56.0
58690,ID542,Kardiologie,73.0
58693,ID545,Kardiologie,52.0
58696,ID548,Kardiologie,60.0
58707,ID559,Kardiologie,23.0
58715,ID567,Kardiologie,81.0
58721,ID573,Kardiologie,42.0
58726,ID578,Kardiologie,76.0
58743,ID595,Kardiologie,45.0
58765,ID617,Kardiologie,48.0
58771,ID623,Kardiologie,57.0
58774,ID626,Kardiologie,78.0
58779,ID631,Kardiologie,87.0
58784,ID636,Kardiologie,53.0
58793,ID645,Kardiologie,106.0
58805,ID657,Kardiologie,30.0
58806,ID658,Kardiologie,77.0
58819,ID671,Kardiologie,72.0
58825,ID677,Kardiologie,101.0
58830,ID682,Kardiologie,232.0
58839,ID691,Kardiologie,64.0
58853,ID705,Kardiologie,17.0
58854,ID706,Kardiologie,56.0
58857,ID709,Kardiologie,30.0
58861,ID713,Kardiologie,48.0
58865,ID717,Kardiologie,69.0
58880,ID732,Kardiologie,95.0
58882,ID734,Kardiologie,76.0
58893,ID745,Kardiologie,86.0
58898,ID750,Kardiologie,35.0
58900,ID752,Kardiologie,36.0
58902,ID754,Kardiologie,38.0
58907,ID759,Kardiologie,60.0
58917,ID769,Kardiologie,62.0
58919,ID771,Kardiologie,71.0
58921,ID773,Kardiologie,97.0
58929,ID781,Kardiologie,37.0
58931,ID783,Kardiologie,41.0
58933,ID785,Kardiologie,41.0
58939,ID791,Kardiologie,7.0
58940,ID792,Kardiologie,47.0
58953,ID805,Kardiologie,65.0
58965,ID817,Kardiologie,86.0
58968,ID820,Kardiologie,26.0
58976,ID828,Kardiologie,55.0
58979,ID831,Kardiologie,56.0
58983,ID835,Kardiologie,122.0
58986,ID838,Kardiologie,65.0
58999,ID851,Kardiologie,79.0
59002,ID854,Kardiologie,40.0
59004,ID856,Kardiologie,87.0
59025,ID877,Kardiologie,95.0
59035,ID887,Kardiologie,94.0
59040,ID892,Kardiologie,46.0
59044,ID896,Kardiologie,45.0
59048,ID900,Kardiologie,25.0
59050,ID902,Kardiologie,95.0
59060,ID912,Kardiologie,109.0
59061,ID913,Kardiologie,5.0
59062,ID914,Kardiologie,7.0
59063,ID915,Kardiologie,60.0
59065,ID917,Kardiologie,42.0
59072,ID924,Kardiologie,51.0
59074,ID926,Kardiologie,109.0
59079,ID931,Kardiologie,47.0
59092,ID944,Kardiologie,64.0
59093,ID945,Kardiologie,69.0
59100,ID952,Kardiologie,55.0
59115,ID967,Kardiologie,62.0
59128,ID980,Kardiologie,43.0
59131,ID983,Kardiologie,60.0
59133,ID985,Kardiologie,89.0
59151,ID1003,Kardiologie,265.0
59169,ID1021,Kardiologie,111.0
59170,ID1022,Kardiologie,30.0
59177,ID1029,Kardiologie,84.0
59215,ID1067,Kardiologie,58.0
59239,ID1091,Kardiologie,114.0
59273,ID1125,Kardiologie,136.0
59300,ID1152,Kardiologie,110.0
59304,ID1156,Kardiologie,87.0
59314,ID1166,Kardiologie,66.0
59325,ID1177,Kardiologie,35.0
59328,ID1180,Kardiologie,65.0
59349,ID1201,Kardiologie,54.0
59351,ID1203,Kardiologie,80.0
59388,ID1240,Kardiologie,40.0
59393,ID1245,Kardiologie,48.0
59394,ID1246,Kardiologie,67.0
59403,ID1255,Kardiologie,40.0
59454,ID1306,Kardiologie,20.0
59473,ID1325,Kardiologie,108.0
59485,ID1337,Kardiologie,78.0
59525,ID1377,Kardiologie,60.0
59531,ID1383,Kardiologie,65.0
59537,ID1389,Kardiologie,92.0
59552,ID1404,Kardiologie,101.0
59562,ID1414,Kardiologie,45.0
59570,ID1422,Kardiologie,93.0
59575,ID1427,Kardiologie,32.0
59576,ID1428,Kardiologie,34.0
59580,ID1432,Kardiologie,95.0
59595,ID1447,Kardiologie,49.0
59596,ID1448,Kardiologie,62.0
59625,ID1477,Kardiologie,93.0
59651,ID1503,Kardiologie,116.0
59656,ID1508,Kardiologie,70.0
59657,ID1509,Kardiologie,96.0
59674,ID1526,Kardiologie,71.0
59734,ID1586,Kardiologie,30.0
59754,ID1606,Kardiologie,120.0
59765,ID1617,Kardiologie,34.0
59796,ID1648,Kardiologie,69.0
59853,ID1705,Kardiologie,44.0
59870,ID1722,Kardiologie,93.0
59881,ID1733,Kardiologie,92.0
59889,ID1741,Kardiologie,55.0
59890,ID1742,Kardiologie,4.0
59894,ID1746,Kardiologie,54.0
59895,ID1747,Kardiologie,25.0
59909,ID1761,Kardiologie,116.0
59911,ID1763,Kardiologie,84.0
59912,ID1764,Kardiologie,16.0
59915,ID1767,Kardiologie,47.0
59916,ID1768,Kardiologie,52.0
59919,ID1771,Kardiologie,63.0
59929,ID1781,Kardiologie,2.0
59964,ID1816,Kardiologie,84.0
59979,ID1831,Kardiologie,92.0
59981,ID1833,Kardiologie,73.0
59986,ID1838,Kardiologie,25.0
59990,ID1842,Kardiologie,37.0
59998,ID1850,Kardiologie,75.0
60043,ID1895,Kardiologie,76.0
60051,ID1903,Kardiologie,53.0
60058,ID1910,Kardiologie,96.0
60062,ID1914,Kardiologie,30.0
60066,ID1918,Kardiologie,20.0
60067,ID1919,Kardiologie,82.0
60093,ID1945,Kardiologie,18.0
