Hospital_ID;Land;Kreis;Gemeinde;Adresse_Name;Adresse_Name_Standort;Adresse_Strasse_Standort;Adresse_Haus-Nr._Standort;Adresse_Postleitzahl_Standort;Adresse_Ort_Standort;Telefonvorwahl/-nummer;E-Mail Adresse;Internet-Adresse;Traeger;T_Name;EinrichtungsTyp;Allgemeine_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung
ID198;02;407;417;Kath. Marienkrankenhaus gGmbH;Kath. Marienkrankenhaus Hamburg;Alfredstraße;9;22087;Hamburg;;simon.controlling@marienkrankenhaus.org;www.marienkrankenhaus.org/;2;Katholisches Marienkrankenhaus gGmbH;2;3;2;2;2;2;2
ID199;02;407;417;Katholisches Kinderkrankenhaus Wilhelmstift;Neonatologische Intensivstation (MK);Alfredstraße;9;22087;Hamburg;;Controlling@KKH-Wilhelmstift.de;www.kkh-wilhelmstift.de/;2;Katholisches Kinderkrankenhaus Wilhelmstift gGmbH;2;0;2;2;2;2;2
ID200;02;408;423;Privatpatientenklinik der Schön Klinik Hamburg Eilbek;Privatpatientenklinik der Schön Klinik Hamburg Eilbek;Dehnhaide;120;22081;Hamburg;040 20923165;ggruening@schoen-klinik.de;www.schoen-klinik.de/hamburg-eilbek/privatklinik;3;Schön Klinik Hamburg SE & Co. KG;4;0;2;2;2;2;2
ID201;02;408;423;Schön Klinik Hamburg Eilbek;Schön Klinik Hamburg Eilbek;Dehnhaide;120;22081;Hamburg;040 20923165;ggruening@schoen-klinik.de;www.schoen-klinik.de/hamburg-eilbek;3;Schön Klinik Hamburg SE & Co. KG;2;2;2;2;2;2;2
ID202;02;410;429;Asklepios Klinik Barmbek;Hauptstandort;Rübenkamp;220;22307;Hamburg;;;www.asklepios.com/hamburg/barmbek/;3;Asklepios Kliniken Hamburg GmbH;2;3;2;2;2;2;2
ID203;02;410;429;Privita-Komfortklinik in der Asklepios Klinik Barmbek;Privita-Komfortklinik in der Asklepios Klinik Barmbek;Rübenkamp;220;22307;Hamburg;181882-6400;u.list@asklepios.com;www.asklepios.com/hamburg/barmbek/;3;Asklepios Kliniken Hamburg GmbH;4;0;2;2;2;2;2
ID204;02;413;432;Asklepios Klinik Nord;Heidberg;Tangstedter Landstraße;400;22417;Hamburg;;;www.asklepios.com/hamburg/nord/;3;Asklepios Kliniken Hamburg GmbH;2;3;2;1;2;1;2
ID205;02;413;432;Asklepios Klinik Nord;Ochsenzoll;Langenhorner Chaussee;560;22419;Hamburg;;;www.asklepios.com/hamburg/nord/;3;Asklepios Kliniken Hamburg GmbH;2;0;2;2;2;2;2
ID206;02;413;432;Katholisches Kinderkrankenhaus Wilhelmstift;Tagesklinik f. Kinder- u. Jugendpsychiatrie Nord;Tangstedter Landstraße;400;22417;Hamburg;;Controlling@KKH-Wilhelmstift.de;www.kkh-wilhelmstift.de/;2;Katholisches Kinderkrankenhaus Wilhelmstift gGmbH;2;0;2;2;2;2;2
ID207;02;413;432;Privita-Komfortklinik in der Asklepios Klinik Nord;Privita-Komfortklinik in der Asklepios Klinik Nord;Tangstedter Landstraße;400;22417;Hamburg;040 1818-1550;c.kolossa@asklepios.com;www.asklepios.com/hamburg/nord/;3;Asklepios Kliniken Hamburg GmbH;4;0;2;2;2;2;2
ID208;02;502;509;Bundeswehrkrankenhaus Hamburg;Bundeswehrkrankenhaus Hamburg;Lesserstraße;180;22049;Hamburg;;peter1noll@bundeswehr.org;hamburg.bwkrankenhaus.de/startseite.html;1;Bundesministerium der Verteidigung;5;1;2;2;2;2;2
ID209;02;503;511;Asklepios Klinik Nord;Wandsbek;Jüthornstraße;71;22043;Hamburg;;;www.asklepios.com/hamburg/nord/;3;Asklepios Kliniken Hamburg GmbH;2;0;2;2;2;2;2
ID210;02;503;511;Asklepios Klinik Wandsbek;Asklepios Klinik Wandsbek;Alphonsstraße;14;22043;Hamburg;;;www.asklepios.com/hamburg/wandsbek/;3;Asklepios Kliniken Hamburg GmbH;2;3;2;2;2;2;2
ID211;02;503;511;Katholisches Kinderkrankenhaus Wilhelmstift;Neonatologische Station am AK Wandsbek;Alphonsstraße;14;22043;Hamburg;;Controlling@KKH-Wilhelmstift.de;www.kkh-wilhelmstift.de/;2;Katholisches Kinderkrankenhaus Wilhelmstift gGmbH;2;0;2;2;2;2;2
ID212;02;503;511;Privita-Komfortklinik in der Asklepios Klinik Wandsbek;Privita-Komfortklinik in der Asklepios Klinik Wandsbek;Alphonsstraße;14;22043;Hamburg;;do.berger@asklepios.com;www.asklepios.com/hamburg/wandsbek/;3;Asklepios Kliniken Hamburg GmbH;4;0;2;2;2;2;2
ID213;02;508;516;Asklepios Klinik Nord;Steilshoop;Steilshooper Straße;293;22309;Hamburg;;;www.asklepios.com/hamburg/nord/;3;Asklepios Kliniken Hamburg GmbH;2;0;2;2;2;2;2
ID214;02;517;525;Asklepios Klinik Nord;Private Tagesklinik Walddörfer;Halenreie;40;22359;Hamburg;;;www.asklepios.com/hamburg/nord/;3;Asklepios Kliniken Hamburg GmbH;2;0;2;2;2;2;2
ID215;02;517;525;Asklepios Klinik Nord;Volksdorf;Kattjahren;24;22359;Hamburg;;;www.asklepios.com/hamburg/nord/;3;Asklepios Kliniken Hamburg GmbH;2;0;2;2;2;2;2
ID216;02;517;525;Evangelisches Amalie Sieveking-Krankenhaus gGmbH;Hamburg Volksdorf;Haselkamp;33;22359;Hamburg;040 588-2888;heiko.geest@immanuelalbertinen.de;www.albertinen.de;2;Evangelisches Amalie Sieveking-Krankenhaus gemeinnützige GmbH;2;3;2;2;2;2;2
ID217;02;518;526;Katholisches Kinderkrankenhaus Wilhelmstift;Hauptstandort;Liliencronstraße;130;22149;Hamburg;;Controlling@KKH-Wilhelmstift.de;www.kkh-wilhelmstift.de/;2;Katholisches Kinderkrankenhaus Wilhelmstift gGmbH;2;0;2;1;2;2;2
ID218;02;601;601;BG Klinikum Hamburg gGmbH;Hauptstandort;Bergedorfer Straße;10;21033;Hamburg;;B.Eichler@bgk-hamburg.de;www.bg-kliniken.de/klinikum-hamburg/;2;BG Klinikum Hamburg gGmbH;2;2;2;2;2;2;2
ID219;02;601;601;Praxis-Klinik Bergedorf GmbH;Hauptstandort;Alte Holstenstraße;2;21031;Hamburg;040 7257529-0;hewelt@praxis-klinik-bergedorf.de;www.praxis-klinik-bergedorf.de/;3;Praxis-Klinik Bergedorf GmbH;2;0;2;2;2;2;2
ID220;02;602;602;Bergedorfer Praxisklinik für Plastische Chirurgie;Bergedorfer Praxisklinik für Plastische Chirurgie;Hinterm Graben;28;21029;Hamburg;040 1823517-0;post@plastische-chirurgie-elsner.de;www.plastische-chirurgie-elsner.de/;3;Dr. med Triinu Elsner Bergedorfer Praxisklinik für Plastische Chirurgie;4;0;2;2;2;2;2
ID221;02;602;603;AGAPLESION Bethesda Krankenhaus Bergedorf gGmbH;Bethesda Krankenhaus Bergedorf;Glindersweg;80;21029;Hamburg;;furmanski@bkb.info;www.klinik-bergedorf.de/start;2;AGAPLESION BETHESDA KRANKENHAUS BERGEDORF gemeinnützige GmbH;2;2;2;2;2;2;2
ID222;02;710;711;Asklepios Klinikum Harburg;Hauptstandort;Eißendorfer Pferdeweg;52;21075;Hamburg;;;www.asklepios.com/hamburg/harburg/;3;Asklepios Kliniken Hamburg GmbH;2;3;2;2;2;2;2
ID223;02;710;711;Helios Mariahilf Klinik Hamburg GmbH;Helios Mariahilf Klinikum Hamburg;Stader Straße;203c;21075;Hamburg;040 79006537;murat.oezguenay@helios-gesundheit.de;www.helios-gesundheit.de/kliniken/helios-mariahilf-klinik-hamburg/;3;Helios Mariahilf Klinik Hamburg GmbH;2;1;2;1;2;2;2
ID224;02;714;715;Asklepios Klinikum Harburg;Tagesklinik Neugraben;Lütt Enn;4;21149;Hamburg;;;www.asklepios.com/hamburg/harburg/;3;Asklepios Kliniken Hamburg GmbH;2;0;2;2;2;2;2
ID225;03;101;000;Augenklinik Dr. Hoffmann;Braunschweig - Stationäre Behandlung;Wolfenbütteler Straße;82;38102;Braunschweig;0531 27338-0;verwaltung@augenklinik-dr-hoffmann.de;www.augenklinik-dr-hoffmann.de;3;Dres Genée, Weigmann;2;0;2;2;2;2;2
ID226;03;101;000;Ev.-luth. Diakonissenanstalt Marienstift;Krankenhaus Marienstift - Stationäre Behandlung;Helmstedter Straße;35;38102;Braunschweig;0531 7011-0;marienstift@marienstift-braunschweig.de;www.marienstift-braunschweig.de;2;Ev.-luth. Diakonissenanstalt Marienstift;2;1;2;2;2;2;2
ID227;03;101;000;Herzogin-Elisabeth-Hospital;Hauptstandort - Stationäre Behandlung;Leipziger Straße;24;38124;Braunschweig;0531 699-0;info@heh-bs.de;www.heh-bs.de;2;Herzogin-Elisabeth-Hospital;2;1;2;2;2;2;2
ID228;03;101;000;Klinik am Zuckerberg GmbH;Klinik am Zuckerberg;Am Zuckerbergweg;2;38124;Braunschweig;0531 2633-0;info@klinikamzuckerberg.de;www.klinikamzuckerberg.de;3;Klinik am Zuckerberg GmbH;4;0;2;2;2;2;2
ID229;03;101;000;Städtisches Klinikum Braunschweig;Klinikum Celler Straße - Stationäre Behandlung;Celler Straße;38;38114;Braunschweig;0531 595-0;info@klinikum-braunschweig.de;www.klinikum-braunschweig.de;1;Städtisches Klinikum Braunschweig gGmbH;2;0;2;2;2;2;2
ID230;03;101;000;Städtisches Klinikum Braunschweig;Klinikum Holwedestraße - Stationäre Behandlung;Holwedestraße;16;38118;Braunschweig;0531 595-0;info@klinikum-braunschweig.de;www.klinikum-braunschweig.de;1;Städtisches Klinikum Braunschweig gGmbH;2;0;1;2;2;2;2
ID231;03;101;000;Städtisches Klinikum Braunschweig;Klinikum Salzdahlumer Straße - Stationäre Behandlung;Salzdahlumer Straße;90;38126;Braunschweig;0531 595-0;info@klinikum-braunschweig.de;www.klinikum-braunschweig.de;1;Städtisches Klinikum Braunschweig gGmbH;2;2;2;2;2;2;2
ID232;03;101;000;Venenzentrum Braunschweig;Venenzentrum Braunschweig GmbH - Zuckerbergweg - Stationäre Behandlung;Am Zuckerbergweg;2;38124;Braunschweig;0531 70708-0;info@venenzentrum-bs.de;www.venenzentrum-braunschweig.de;3;Venenzentrum Braunschweig GmbH;2;0;2;2;2;2;2
ID233;03;101;000;Venenzentrum Braunschweig;Venenzentrum GmbH;Kastanienallee;18-19;38102;Braunschweig;0531 70708-0;info@venenzentrum-bs.de;www.venenzentrum-braunschweig.de;3;Venenzentrum Braunschweig GmbH;2;0;2;2;2;2;2
ID234;03;102;000;HELIOS Klinikum Salzgitter GmbH;Hauptstandort - Stationäre Behandlung;Kattowitzer Straße;191;38226;Salzgitter;05341 835-0;info.salzgitter@helios-gesundheit.de;www.helios-gesundheit.de;3;HELIOS Klinikum Salzgitter GmbH;2;2;2;1;2;2;2
ID235;03;102;000;St. Elisabeth-Krankenhaus Salzgitter gemeinnützige Gesellschaft mbH;Hauptstandort - Stationäre Behandlung;Liebenhaller Straße;20;38259;Salzgitter;05341 8240;kontakt@st-elisabeth-sz.de;www.st-elisabeth-sz.de;2;St. Elisabeth-Krankenhaus Salzgitter gemeinnützige Gesellschaft mbH;2;1;2;2;2;2;2
ID236;03;103;000;Klinikum Wolfsburg;Klinikum Wolfsburg - Stationäre Behandlung;Sauerbruchstraße;7;38440;Wolfsburg;05361 80-0;info@klinikum.wolfsburg.de;www.klinikum-wolfsburg.de;1;Klinikum Wolfsburg;2;3;2;1;2;2;2
ID237;03;151;009;HELIOS Klinikum Gifhorn GmbH;HELIOS Klinikum Gifhorn - Stationäre Behandlung;Campus;6;38518;Gifhorn;05371 87-0;sekretariat.gf@helios-gesundheit.de;www.helios-gesundheit.de;3;HELIOS Klinikum Gifhorn Gmbh;2;2;2;1;2;1;1
ID238;03;151;040;HELIOS Klinik Wittingen GmbH;Helios Klinik Wittingen - Stationäre Behandlung;Gustav-Dobberkau-Straße;5;29378;Wittingen, Niedersachs;05831 22-0;info.wittingen@helios-gesundheit.de;www.helios-gesundheit.de;3;HELIOS Klinik Wittingen GmbH;2;1;2;2;2;2;2
ID239;03;153;002;Asklepios Harzklinik Bad Harzburg;Asklepios Harzklinik Bad Harzburg - Stationäre Behandlung;Ilsenburger Straße;95;38667;Bad Harzburg;05322 76-0;badharzburg@asklepios.com;www.asklepios.com;3;Asklepios Harzkliniken GmbH;2;0;2;2;2;2;2
ID240;03;153;008;Privat-Nervenklinik Dr. med. Fontheim;Tagesklinik der DR. FONTHEIM Mentale Gesundheit in Goslar - Stationäre Behandlung;Bleicheweg;16;38640;Goslar;05346 81-0;info@klinik-dr-fontheim.de;www.klinik-dr-fontheim.de;3;Privat-Nervenklinik Dr. med. Kurt Fontheim GmbH & Co. KG;2;0;2;2;2;2;2
ID241;03;153;008;Privat-Nervenklinik Dr. med. Fontheim;Tagesklinik der DR. FONTHEIM Mentale Gesundheit in Salzgitter-Bad - Stationäre Behandlung;Gittertor;41 g;38259;Salzgitter;05346 81-0;info@klinik-dr-fontheim.de;www.klinik-dr-fontheim.de;3;Privat-Nervenklinik Dr. med. Kurt Fontheim GmbH & Co. KG;2;0;2;2;2;2;2
ID242;03;153;008;Privat-Nervenklinik Dr. med. Fontheim;Tagesklinik der DR. FONTHEIM Mentale Gesundheit in Salzgitter-Thiede - Stationäre Behandlung;Gut;9;38239;Salzgitter;05346 81-0;info@klinik-dr-fontheim.de;www.klinik-dr-fontheim.de;3;Privat-Nervenklinik Dr. med. Kurt Fontheim GmbH & Co. KG;2;0;2;2;2;2;2
ID243;03;153;008;Privat-Nervenklinik Dr. med. Fontheim;;Lindenstraße;15;38704;Liebenburg;05346 81-0;info@klinik-dr-fontheim.de;www.klinik-dr-fontheim.de;3;Privat-Nervenklinik Dr. med. Kurt Fontheim GmbH & Co. KG;2;0;2;2;2;2;2
ID244;03;153;012;Asklepios Kliniken Schildautal Seesen;Asklepios Kliniken Schildautal - Stationäre Behandlung;Karl-Herold-Straße;1;38723;Seesen;05381 74-0;seesen@asklepios.com;www.asklepios.com;3;Asklepios Klinik Sobernheim GmbH;2;1;2;2;2;1;2
ID245;03;153;016;Klinik Dr. Barner Fachklinik für Psychosomatische und Psychotherapeutische Medizin;;;;;;;;www.klinik-barner.de;3;Klinik Dr. Barner Fachklinik für Psychosomatische und Psychotherapeutische Medizin;4;0;2;2;2;2;2
ID246;03;153;017;Asklepios Harzklinik Goslar;Asklepios Harzklinik Goslar - Stationäre Behandlung;Kösliner Straße;12;38642;Goslar;05321 44-0;goslar@asklepios.com;www.asklepios.com;3;Asklepios Harzkliniken GmbH;2;2;2;2;2;2;2
ID247;03;153;018;Asklepios Harzklinik Clausthal-Zellerfeld;Asklepios Harzkliniken Clausthal-Zellerfeld;Windmühlenstraße;1;38678;Clausthal-Zellerfeld;05323 714-0;clausthal-zellerfeld@asklepios.com;www.asklepios.com;3;Asklepios Harzkliniken GmbH;2;0;2;2;2;2;2
ID248;03;154;010;HELIOS St. Marienberg Klinik Helmstedt;Helios St. Marienberg Hauptstandort;Conringstraße;26;38350;Helmstedt;05351 14-0;info.helmstedt@helios-gesundheit.de;www.helios-gesundheit.de/helmstedt;3;HELIOS St. Marienberg Klinik Helmstedt GmbH;2;2;2;2;2;2;2
ID249;03;154;013;AWO Psychiatriezentrum;AWO Psychiatriezentrum - Stationäre Behandlung;Vor dem Kaiserdom;10;38154;Königslutter am Elm;05353 90-0;poststelle@awo-apz.de;www.awo-psychiatriezentrum.de;2;AWO Niedersachsen gGmbH;2;0;2;2;2;2;2
ID250;03;154;013;AWO Psychiatriezentrum;Psychiatrische Tagesklinik Braunschweig - Stationäre Behandlung;Wilhelmitorwall;8;38118;Braunschweig;05353 90-0;poststelle@awo-apz.de;www.awo-psychiatriezentrum.de;2;AWO Niedersachsen gGmbH;2;0;2;2;2;2;2
ID251;03;154;013;AWO Psychiatriezentrum;Psychiatrische Tagesklinik Gifhorn - Stationäre Behandlung;Campus;7;38518;Gifhorn;05353 90-0;poststelle@awo-apz.de;www.awo-psychiatriezentrum.de;2;AWO Niedersachsen gGmbH;2;0;2;2;2;2;2
ID252;03;154;013;AWO Psychiatriezentrum;Psychiatrische Tagesklinik Helmstedt - Stationäre Behandlung;Gröpern;9;38350;Helmstedt;05353 90-0;poststelle@awo-apz.de;www.awo-psychiatriezentrum.de;2;AWO Niedersachsen gGmbH;2;0;2;2;2;2;2
ID253;03;154;013;AWO Psychiatriezentrum;Psychiatrische Tagesklinik Peine - Stationäre Behandlung;Ilseder Straße;35;31226;Peine;05353 90-0;poststelle@awo-apz.de;www.awo-psychiatriezentrum.de;2;AWO Niedersachsen gGmbH;2;0;2;2;2;2;2
ID254;03;154;013;AWO Psychiatriezentrum;Psychiatrische Tagesklinik Wolfenbüttel - Stationäre Behandlung;Monplaisir;4;38304;Wolfenbüttel;05353 90-0;poststelle@awo-apz.de;www.awo-psychiatriezentrum.de;2;AWO Niedersachsen gGmbH;2;0;2;2;2;2;2
ID255;03;154;013;AWO Psychiatriezentrum;Psychiatrische Tagesklinik Wolfsburg - Stationäre Behandlung;Laagbergstraße;24;38440;Wolfsburg;05353 90-0;poststelle@awo-apz.de;www.awo-psychiatriezentrum.de;2;AWO Niedersachsen gGmbH;2;0;2;2;2;2;2
ID256;03;155;001;HELIOS Klinik Bad Gandersheim GmbH;Helios Klinik Bad Gandersheim GmbH - Stationäre Behandlung;Albert-Rohloff-Straße;2;37581;Bad Gandersheim;05382 702-0;info.gandersheim@helios-gesundheit.de;www.helios-gesundheit.de;3;HELIOS Klinik Bad Gandersheim GmbH;2;0;2;2;2;2;2
ID257;03;155;011;Helios Albert-Schweitzer-Klinik Northeim;Helios Albert-Schweitzer-Klinik Hauptstandort;Albert-Schweitzer-Weg;1;37154;Northeim;05551 97-0;information.northeim@helios-gesundheit.de;www.helios-gesundheit.de;3;Helios Albert-Schweitzer-Klinik Northeim GmbH;2;2;2;2;2;2;2
ID258;03;155;013;Einbecker BürgerSpital GmbH;Einbecker BürgerSpital GmbH - Stationäre Behandlung;Andershäuser Straße;8;37574;Einbeck;05561 940-0;info@einbecker-buergerspital.de;www.einbecker-buergerspital.de;3;Einbecker BürgerSpital GmbH;2;1;2;2;2;2;2
ID259;03;157;006;Klinikum Peine gGmbH;Klinikum Peine - Stationäre Behandlung;Virchowstraße;8H;31226;Peine;05171 93-0;klinikuminfo@klinikum-peine.de;www.klinikum-peine.de;1;Klinikum Peine gGmbH;2;1;2;2;2;2;2
ID260;03;158;037;Städtisches Klinikum Wolfenbüttel gGmbH;Städtisches Klinikum Wolfenbüttel - Stationäre Behandlung;Alter Weg;80;38302;Wolfenbüttel, Niedersachs;05331 934-0;info@klinikum-wolfenbuettel.de;www.klinikum-wolfenbuettel.de;1;Städtisches Klinikum Wolfenbüttel gGmbH;2;2;2;2;2;2;2
ID261;03;159;003;Diabeteszentrum Bad Lauterberg Fachklinik für Diabetes und Stoffwechselkrankheiten;Diabeteszentrum Bad Lauterberg - Stationäre Behandlung;Kirchberg;21;37431;Bad Lauterberg im Harz;05524 81-1;klinik@diabeteszentrum.de;www.diabeteszentrum.de;2;Gemeinnützige Stiftung für Diabetes-Therapie Bad Lauterberg;2;0;2;2;2;2;2
ID262;03;159;003;Fachklinik für Orthopädie und Rheumatologie Dr. Muschinsky;Klinik Dr. Muschinsky Hauptstandort;Wiesenbek;7-10;37431;Bad Lauterberg im Harz;05524 858-0;info@muschinsky.de;www.muschinsky.de;3;Fachklinik für Orthopädie und Rheumatologie Dr. Muschinsky GmbH & Co. KG;2;0;2;2;2;2;2
ID263;03;159;003;Kirchberg Klinik;Kirchberg-Klinik - Stationäre Behandlung;Kirchberg;7-11;37431;Bad Lauterberg im Harz;05524 859-0;info@kirchbergklinik.de;www.kirchbergklinik.de;3;Gollée GmbH & Co.;2;0;2;2;2;2;2
ID264;03;159;010;St. Martini gGmbH;St. Martini Duderstadt - Stationäre Behandlung;Göttinger Straße;34;37115;Duderstadt, Niedersachs;05527 842-0;info@vinzenz-verbund.de;www.vinzenz-verbund.de;2;St. Martini gGmbH;2;1;2;2;2;2;2
ID265;03;159;016;AGAPLESION Krankenhaus Neu-Bethlehem gGmbH;AGAPLESION Krankenhaus Neu Bethlehem - Stationäre Behandlung;Humboldtallee;8;37073;Göttingen, Niedersachs;0551 494-0;info@neubethlehem.de;www.neubethlehem.de;2;AGAPLESION Krankenhaus Neu-Bethlehem gGmbH;2;0;2;2;2;2;1
ID266;03;159;016;Asklepios Fachklinikum Göttingen;Asklepios Fachklinikum Göttingen - Stationäre Behandlung;Rosdorfer Weg;70;37081;Göttingen;0551 402-0;poststelle.goettingen@asklepios.com;www.asklepios.com;3;Asklepios Psychiatrie Niedersachsen GmbH;2;0;2;2;2;2;2
ID267;03;159;016;Asklepios Fachklinikum Göttingen;Asklepios Fachklinikum Göttingen - Tagesklinik Seesen - Stationäre Behandlung;Tannenbusch;11;38723;Seesen;0551 402-0;poststelle.goettingen@asklepios.com;www.asklepios.com;3;Asklepios Psychiatrie Niedersachsen GmbH;2;0;2;2;2;2;2
ID268;03;159;016;Ev. Krankenhaus Göttingen Weende gGmbH Standort Neu-Mariahilf;Hauptstandort - Stationäre Behandlung;Waldweg;9;37073;Göttingen, Niedersachs;0551 4963-0;info@ekweende.de;www.ekweende.de;2;Evangelisches Krankenhaus Göttingen-Weende gGmbH;2;0;2;2;2;2;2
ID269;03;159;016;Evangelisches Krankenhaus Göttingen-Weende gGmbH;Hauptstandort - Stationäre Behandlung;An der Lutter;24;37075;Göttingen, Niedersachs;0551 5034-0;kontakt@ekweende.de;www.ekweende.de;2;Evangelisches Krankenhaus Göttingen-Weende gGmbH;2;2;2;2;2;2;2
ID270;03;159;016;Evangelisches Krankenhaus Göttingen-Weende gGmbH;Standort Lenglern - Stationäre Behandlung;Pappelweg;5A;37120;Bovenden;0551 5034-0;kontakt@ekweende.de;www.ekweende.de;2;Evangelisches Krankenhaus Göttingen-Weende gGmbH;2;0;2;2;2;2;2
ID271;03;159;016;Universitätsmedizin Göttingen;Standort UMG - Stationäre Behandlung;Robert-Koch-Straße;40;37075;Göttingen, Niedersachs;0551 39-0;;www.universitaetsmedizin-goettingen.de;1;Universitätsmedizin Göttingen Stiftung öffentlichen Rechts G3-1 Geschäftsbereich Finanzen;1;3;2;2;1;2;2
ID272;03;159;017;Klinikum Hann. Münden GmbH;Klinikum Hann. Münden - Stationäre Behandlung;Vogelsang;;34346;Hann. Münden;05541 996-0;;www.khmue.de;3;Klinikum Hann. Münden GmbH;2;2;2;2;2;2;2
ID273;03;159;019;HELIOS Kliniken Herzberg und Osterode GmbH;Helios Klinik Herzberg/Osterode GmbH - Stationäre Behandlung;Dr.-Frössel-Allee;;37412;Herzberg am Harz;05521 866-0;info.herzberg@helios-gesundheit.de;www.helios-gesundheit.de;3;HELIOS Kliniken Herzberg und Osterode GmbH;2;1;2;2;2;2;2
ID274;03;159;029;Asklepios FachklinikumTiefenbrunn;Asklepios Fachklinikum Tiefenbrunn - Stationäre Behandlung;Tiefenbrunn;1;37124;Rosdorf;0551 5005-0;poststelle.tiefenbrunn@asklepios.com;www.asklepios.com;3;Asklepios Psychiatrie Niedersachsen GmbH;2;0;2;2;2;2;2
ID275;03;241;001;DIAKOVERE Annastift;Anna-von-Borries-Str. 1-7 - Stationäre Behandlung;Anna-von-Borries-Straße;1-7;30625;Hannover;0511 5354-0;;www.diakovere.de;2;DIAKOVERE Krankenhaus gGmbH;2;0;2;2;2;2;2
ID276;03;241;001;DIAKOVERE Friederikenstift;Humboldtstr. 5 - Stationäre Behandlung;Humboldtstraße;5;30169;Hannover;0511 129-0;;www.diakovere.de;2;DIAKOVERE Krankenhaus gGmbH;2;1;2;2;2;2;2
ID277;03;241;001;DIAKOVERE Henriettenstift;Marienstr. 72-90 - Stationäre Behandlung;Marienstraße;72-90;30171;Hannover;0511 289-0;;www.diakovere.de;2;DIAKOVERE Krankenhaus gGmbH;2;2;2;2;2;2;2
ID278;03;241;001;DIAKOVERE Henriettenstift;Schwemannstr. 17 - Stationäre Behandlung;Schwemannstraße;17;30559;Hannover;0511 289-0;;www.diakovere.de;2;DIAKOVERE Krankenhaus gGmbH;2;0;2;2;2;2;2
ID279;03;241;001;DRK-Krankenhaus Clementinenhaus;DRK Clementinenhaus Hauptstandort;Lützerodestrasse;1;30163;Hannover;0511 3394-0;info@clementinenhaus.de;www.clementinenhaus.de;2;DRK-Krankenhaus Clementinenhaus Stiftung bürgerlichen Rechts;2;1;2;2;2;2;2
ID280;03;241;001;Eilenriede Klinik Hannover;;;;;;0511 99044-0;;www.eilenriedeklinik.de;3;Venenzentrum Braunschweig GmbH;4;0;2;2;2;2;2
ID281;03;241;001;INI International Neuroscience Institute Hannover;;;;;;0511 27092-0;info@ini-hannover.de;www.ini-hannover.com;3;INI Hannover GmbH;4;0;2;2;2;2;2
ID282;03;241;001;Kinder- und Jugendkrankenhaus auf der Bult;Hauptstandort - Stationäre Behandlung;Janusz-Korczak-Allee;12;30173;Hannover;0511 8115-0;info@hka.de;www.auf-der-bult.de;2;Stiftung Hannoversche Kinderheilanstalt;2;3;2;1;2;2;2
ID283;03;241;001;Kinder- und Jugendkrankenhaus auf der Bult;Perinatalzentrum Hannover - Stationäre Behandlung;Schwemannstraße;17;30559;Hannover;0511 8115-0;info@hka.de;www.auf-der-bult.de;2;Stiftung Hannoversche Kinderheilanstalt;2;0;2;2;2;2;2
ID284;03;241;001;Kinder- und Jugendkrankenhaus auf der Bult;Tagesklinik und Ambulanz Celle - Stationäre Behandlung;Fritzenwiese;15;29221;Celle;0511 8115-0;info@hka.de;www.auf-der-bult.de;2;Stiftung Hannoversche Kinderheilanstalt;2;0;2;2;2;2;2
ID285;03;241;001;KRH-Klinikum Nordstadt;Klinikum Nordstadt - Stationäre Behandlung;Haltenhoffstraße;41;30167;Hannover;0511 970-0;info.nordstadt@krh.de;www.krh.de;1;Klinikum Region Hannover GmbH;2;0;1;2;2;2;2
ID286;03;241;001;KRH-Klinikum Siloah;KRH Klinikum Siloah - Stationäre Behandlung;Stadionbrücke;4;30459;Hannover;0511 927-0;info.siloah@krh.eu;www.krh.eu;1;Klinikum Region Hannover GmbH;2;2;2;2;2;2;2
ID287;03;241;001;Medizinische Hochschule Hannover;MHH Campus Hauptstandort;Carl-Neuberg-Straße;1;30625;Hannover;0511 532-0;pressestelle@mh-hannover.de;www.mh-hannover.de;1;Medizinische Hochschule Hannover;1;3;2;1;2;2;2
ID288;03;241;001;Medizinische Hochschule Hannover;MHH Standort Podbi;Podbielskistraße;160A;30177;Hannover;0511 532-0;pressestelle@mh-hannover.de;www.mh-hannover.de;1;Medizinische Hochschule Hannover;1;0;2;2;2;2;2
ID289;03;241;001;Sophien-Klinik GmbH;Sophienklinik GmbH - Stationäre Behandlung;Bischofsholer Damm;160;30173;Hannover;0511 3667-0;info@sophienklinik.de;www.sophienklinik.de;3;Sophien-Klinik GmbH;2;1;2;2;2;2;2
ID290;03;241;001;Vinzenzkrankenhaus;Hauptstandort - Stationäre Behandlung;Lange-Feld-Straße;31;30559;Hannover;0511 950-0;info@vinzenzkrankenhaus.de;www.vinzenzkrankenhaus.de;2;Vinzenzkrankenhaus Hannover gGmbH;2;2;2;2;2;2;2
ID291;03;241;004;KRH-Klinikum Großburgwedel;KRH Klinikum Großburgwedel - Stationäre Behandlung;Fuhrberger Straße;8;30938;Burgwedel;05139 801-1;info.burgwedel@krh.eu;www.krh.eu;1;Klinikum Region Hannover GmbH;2;1;2;2;2;2;2
